Income,Recency,Customer_Days,Total_Spending,Total_Purchases,Cluster,Segment,Recommendation,Strategy,Channels,Offers,Goal,Customer_Review,Predicted_Sentiment
36262.0,24,4570,426,12,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"Not only have i had just about everry brand of belgian chocolate this side of the atlantic, i have had this one several times.  But this seller sent bad chocolate. It has a powdery appearance and is very brittle to touch and taste.  Can't eat it at all.  And i guess i can't return it either.",Negative
22634.0,47,4817,96,6,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"The bully sticks are great to keep my active puppy occupied, but tend to be very spendy when bought locally.  The quality of the bully sticks was good, and they arrived on time. And the price was right",Positive
47025.0,98,4578,635,23,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I'm really glad we got the big variety sampler because it gave us a chance to try many flavors. And they were delivered by Amazon, right to our house, so that made it really easy. Especially since you can't find that much interesting to choose from at the store. I wouldn't say I disliked any of them. Some I loved or liked better than others but they were all pretty good and it was fun to have the choice options. I would go with buying the sampler again, just because I have had so much fun sampling them so far. The blueberry...sounds weird, but it's not too bad. I love all the donought and cinnamon roll flavored ones. Mmmmm.",Positive
70566.0,4,4554,757,22,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"This tea is very good, not quit as good as mighty leaf - but it is very good.  Would buy again.",Positive
31605.0,15,4872,125,9,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I too purchased this product thinking it might not be a flavored product, and before it arrived I looked it up to see that there was some rumor as to a coconut flavor.<br /><br />So, lets get this out of the way. *********Do Not Purchase this is you do not like flavored coffee. It is flavored.<br /><br />The first thing you notice is a deep coconut aroma, almost akin to Hazelnut in its presentation. The initial mouthfeel is good, a light roast but a snappiness to the roast which settles in nicely with the flavor, which<br />has a definite dark chocolate taste without the bitterness.<br /><br />The finish is semisweet chocolate, Jamaican coffee and faint toasted coconut.<br /><br />Bottom Line: if you like flavored coffee with coconut/hazelnut/cocoa profiles, you will like this coffee.",Positive
52034.0,67,4696,332,16,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,The absolute best chocolate cookie with wholesome ingredients. Fills me up and satisfies my craving for chocolate. Easy to throw in your purse or pocket for a quick snack. Love them with a green ice tea or mocha.,Positive
48526.0,32,4475,135,8,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"My daughter was exclusively breastfed until she was 6 months. We tried weaning her earlier, but she refused other formulas we tried. She would hold out refusing to eat until she got breast milk. When we tried Earths Best, she took to it right away. She hasn't had any digestion problems with this formula. It is expensive compared to generic, but worth it!",Positive
46734.0,40,4876,330,14,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"Last year I purchased a case of this tuna at a similar price.  I was foolish enough, when the offer appeared again that I did not notice the differences.  Last years offer was for 24 5 ounce cans.  This year it was for 3 ounce cans.<br />Effectively it is cheaper for me to buy this tuna at my local supermarket than to buy it through you<br />My mistake",Negative
39552.0,54,4846,384,20,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"I loved sixlets as a kid, and to find it now- is so just perfect<br /><br />packaged very well and fresh candy to eat",Positive
86358.0,78,4978,1722,18,2.0,At Risk Customers,"{'Strategy': 'Re-engagement Campaign', 'Channels': ['Email', 'Push Notifications'], 'Offers': ['Win-back Discounts'], 'Goal': 'Prevent churn'}",Re-engagement Campaign,"Email, Push Notifications",Win-back Discounts,Prevent churn,"Let me start off by saying that I am not a tea drinker at all! I am more of a coffee person. Anyway, I decided that I was gonna dry up my milk supply and read somewhere that sage tea decreases milk supply. I went ahead and ordered this tea for that purpose. It says on the box that the tea is very bitter so I went ahead and added 1 teaspoon of honey. It worked perfectly. I do see that it has diminish my need to pump dramatically. I went from pumping 4-5 times a day to twice a day the 1st two days since I started drinking the tea. Yesterday I only did it once and today none so far. I am not in pain, though my breasts are still tender to the touch. I would 100% recommend this to any mother trying to stop her milk supply.",Positive
46931.0,94,4354,78,7,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,These are a great product.  My extremely picky pug surprised me when she actually ate one of these and wanted more.  I have spent so much money on different products and Smokehouse are the one for my entire house.  I would recomment this product for your pets.  They are about the size of a piece of popcorn.,Positive
16581.0,51,4821,24,4,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"When I was young, a while ago, sardines didn't come three or so to the flat can as they do now; they were small fish, young sprat. The very best were so tiny that they were packed crossways and two layers deep, lightly smoked, in oil. These still are, and at the best price I've seen in years. The taste is utterly different from the cheap supermarket brands. If sardines could be elegant, these would be.",Positive
63998.0,42,4479,1168,25,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,"On a visit to Quebec, I discovered those ""melt in your mouth"" cookies and had to find out where I could find them here in the US. The pure dark chocolate alone is heaven. Even my husband who rarely eat cookies loved them. You eat one you're hooked.",Positive
67381.0,67,4818,957,17,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"I bake constantly, it seems.  My children have a laundry list of allergies so everything must be made from scratch.  Thank you for giving us an egg alternative that is so very versatile.",Positive
25930.0,87,4550,15,4,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"These bars are obviously for the health-minded.  My favorite are the trail mix but all have been wonderful so far.  They are chewy and satisfying.  I always want to know first thing what is on the ingredients list and I cut and paste this from the Amazon page:<br /><br />""Organic Whole Oats, Almond Mutter, Brown Facestrup, Organicevaporatedcanejijce, Rpjgns, Water, Dried Apples, Oatbran, Walnuts, Ricebr4n Fiber, Almond I-lxlves, Sijnflowerseeds, Sesameseeds, Natural - Vanilla Extract, Natural Flavor, Spices, Natural Plant Gums (Guar Gum, Gum Arabici, Sea Salt.""<br /><br />Ummm....?",Positive
42693.0,29,4310,57,5,1.0,New Customers,"{'Strategy': 'Welcome Campaign', 'Channels': ['Email', 'SMS'], 'Offers': ['First Purchase Discount'], 'Goal': 'Convert into repeat customers'}",Welcome Campaign,"Email, SMS",First Purchase Discount,Convert into repeat customers,Maxwell has always been a great coffee. To put that same flavor in a T-Discs is great. I'm sure I will order more of the Maxwell coffee's.,Positive
85606.0,89,4882,1956,24,0.0,High Value Customers,"{'Strategy': 'Loyalty Rewards & Premium Offers', 'Channels': ['Email', 'Personal Calls'], 'Offers': ['Exclusive Discounts', 'Early Access'], 'Goal': 'Increase retention and lifetime value'}",Loyalty Rewards & Premium Offers,"Email, Personal Calls","Exclusive Discounts, Early Access",Increase retention and lifetime value,"This unique mustard tastes great and makes a neat gift.  I used to be able to purchase it only in unique shops in San Francisco, and I don't go there often.  So, thanks, Amazon!",Positive
72903.0,74,4531,2013,21,3.0,Budget Buyers,"{'Strategy': 'Price-Based Promotions', 'Channels': ['SMS', 'Ads'], 'Offers': ['Coupons', 'Seasonal Discounts'], 'Goal': 'Increase purchase frequency'}",Price-Based Promotions,"SMS, Ads","Coupons, Seasonal Discounts",Increase purchase frequency,"Well, it's filling, and fairly low-calorie at 140 for the bar. I had high hopes for this bar, given the promise of fruit and nuts, which is reinforced by the packaging that prominently features pictures of raisins, almonds, peanuts and cranberries. Opening the package is the first of the disappointments. The primary ingredient is oats, followed closely by corn syrup. Tiny specks of cranberry, raisin and almond, with a few peanut chunks. The flavor is very sweet with a bitter aftertaste. This is not a product I would recommend or choose to purchase.",Negative
